序号,BV号,时间,播放量,点赞,投币,分享,收藏,弹幕,评论,APP观看,网页观看,总观看,播赞比,周刊总分,周刊播放,周刊互动,周刊收藏,周刊硬币,周刊点赞,周刊修正A,周刊修正B,周刊修正C,周刊修正D,周刊基础播放,年刊总分,年刊播放,年刊互动,年刊收藏,年刊硬币,年刊点赞,年刊修正A,年刊修正B,年刊修正C
1248,BV1Y2oNB1ESs,2026-04-22T13:18:44.925292,731515,97391,77546,18627,53547,2956,10467,271,661,932,,,,,,,,,,,,,,,,,,,,,
1249,BV1Y2oNB1ESs,2026-04-22T13:20:01.411087,731878,97414,77568,18634,53567,2956,10471,299,664,963,,,,,,,,,,,,,,,,,,,,,
1250,BV1Y2oNB1ESs,2026-04-22T13:21:17.993718,732193,97439,77590,18639,53585,2958,10474,279,668,947,,,,,,,,,,,,,,,,,,,,,
1251,BV1Y2oNB1ESs,2026-04-22T13:22:34.565208,732501,97462,77605,18645,53599,2959,10477,269,670,939,,,,,,,,,,,,,,,,,,,,,
1252,BV1Y2oNB1ESs,2026-04-22T13:23:50.699285,732805,97482,77619,18648,53612,2959,10478,290,695,985,,,,,,,,,,,,,,,,,,,,,
1253,BV1Y2oNB1ESs,2026-04-22T13:25:06.632260,733130,97510,77634,18652,53633,2960,10481,271,683,954,,,,,,,,,,,,,,,,,,,,,
1254,BV1Y2oNB1ESs,2026-04-22T13:26:23.231770,733488,97539,77651,18657,53648,2960,10483,275,696,971,,,,,,,,,,,,,,,,,,,,,
1255,BV1Y2oNB1ESs,2026-04-22T13:27:38.957920,733798,97557,77674,18661,53663,2961,10488,271,699,970,,,,,,,,,,,,,,,,,,,,,
1256,BV1Y2oNB1ESs,2026-04-22T13:28:55.481968,734110,97583,77697,18667,53673,2964,10491,254,707,961,,,,,,,,,,,,,,,,,,,,,
1257,BV1Y2oNB1ESs,2026-04-22T13:30:12.125298,734376,97603,77722,18676,53693,2966,10494,263,705,968,,,,,,,,,,,,,,,,,,,,,
1258,BV1Y2oNB1ESs,2026-04-22T13:31:28.491149,734627,97625,77746,18678,53707,2967,10496,262,707,969,,,,,,,,,,,,,,,,,,,,,
1259,BV1Y2oNB1ESs,2026-04-22T13:32:45.012383,734901,97659,77773,18688,53726,2968,10501,246,680,926,,,,,,,,,,,,,,,,,,,,,
1260,BV1Y2oNB1ESs,2026-04-22T13:34:01.587881,735180,97690,77802,18691,53741,2970,10503,251,665,916,,,,,,,,,,,,,,,,,,,,,
1261,BV1Y2oNB1ESs,2026-04-22T13:35:20.784878,735731,97710,77813,18695,53754,2972,10506,251,669,920,,,,,,,,,,,,,,,,,,,,,
1262,BV1Y2oNB1ESs,2026-04-22T13:36:37.478363,735993,97732,77831,18698,53770,2972,10513,245,676,921,,,,,,,,,,,,,,,,,,,,,
1263,BV1Y2oNB1ESs,2026-04-22T13:37:53.123851,736254,97757,77856,18703,53786,2974,10515,237,675,912,,,,,,,,,,,,,,,,,,,,,
1264,BV1Y2oNB1ESs,2026-04-22T13:39:09.411842,736520,97781,77873,18706,53801,2974,10517,242,671,913,,,,,,,,,,,,,,,,,,,,,
1265,BV1Y2oNB1ESs,2026-04-22T13:40:25.501648,736762,97802,77889,18709,53812,2974,10519,241,658,899,,,,,,,,,,,,,,,,,,,,,
1266,BV1Y2oNB1ESs,2026-04-22T13:41:42.137502,736997,97816,77899,18716,53818,2975,10521,213,656,869,,,,,,,,,,,,,,,,,,,,,
1267,BV1Y2oNB1ESs,2026-04-22T13:42:58.158106,737277,97840,77916,18719,53829,2975,10521,219,669,888,,,,,,,,,,,,,,,,,,,,,
1268,BV1Y2oNB1ESs,2026-04-22T13:44:14.667876,737517,97868,77942,18720,53845,2976,10521,226,673,899,,,,,,,,,,,,,,,,,,,,,
1269,BV1Y2oNB1ESs,2026-04-22T13:45:31.043873,737738,97885,77959,18725,53854,2976,10522,238,669,907,,,,,,,,,,,,,,,,,,,,,
1270,BV1Y2oNB1ESs,2026-04-22T13:46:47.128551,737970,97899,77965,18729,53864,2976,10527,215,650,865,,,,,,,,,,,,,,,,,,,,,
1271,BV1Y2oNB1ESs,2026-04-22T13:50:48.352498,738666,97963,78006,18739,53892,2977,10541,183,645,828,,,,,,,,,,,,,,,,,,,,,
1272,BV1Y2oNB1ESs,2026-04-22T13:52:05.539385,738885,97978,78012,18742,53904,2977,10547,213,647,860,,,,,,,,,,,,,,,,,,,,,
1273,BV1Y2oNB1ESs,2026-04-22T13:53:22.160306,739125,97995,78016,18747,53910,2977,10551,218,632,850,,,,,,,,,,,,,,,,,,,,,
1274,BV1Y2oNB1ESs,2026-04-22T13:54:38.352570,739350,98019,78028,18748,53918,2977,10554,217,631,848,,,,,,,,,,,,,,,,,,,,,
1275,BV1Y2oNB1ESs,2026-04-22T13:55:55.350164,739603,98038,78038,18748,53928,2977,10557,214,633,847,,,,,,,,,,,,,,,,,,,,,
1276,BV1Y2oNB1ESs,2026-04-22T14:05:34.924455,741419,98164,78134,18782,53992,2980,10577,177,627,804,,,,,,,,,,,,,,,,,,,,,
1277,BV1Y2oNB1ESs,2026-04-22T14:06:52.286210,741634,98181,78145,18787,54002,2980,10578,175,624,799,,,,,,,,,,,,,,,,,,,,,
1278,BV1Y2oNB1ESs,2026-04-22T14:08:08.608124,741853,98192,78151,18791,54008,2982,10580,165,619,784,,,,,,,,,,,,,,,,,,,,,
1279,BV1Y2oNB1ESs,2026-04-22T14:16:52.718190,743424,98291,78218,18816,54058,2983,10587,189,620,809,,,,,,,,,,,,,,,,,,,,,
1280,BV1Y2oNB1ESs,2026-04-22T14:18:09.028234,743628,98304,78234,18818,54067,2983,10587,184,632,816,,,,,,,,,,,,,,,,,,,,,
1281,BV1Y2oNB1ESs,2026-04-22T14:19:32.998346,743886,98311,78238,18819,54069,2983,10591,165,630,795,,,,,,,,,,,,,,,,,,,,,
1282,BV1Y2oNB1ESs,2026-04-22T14:20:50.689678,744138,98322,78248,18823,54078,2984,10595,174,629,803,,,,,,,,,,,,,,,,,,,,,
1283,BV1Y2oNB1ESs,2026-04-22T14:22:15.025526,744358,98334,78250,18828,54084,2984,10597,198,632,830,,,,,,,,,,,,,,,,,,,,,
1284,BV1Y2oNB1ESs,2026-04-22T14:23:32.130533,744579,98344,78256,18829,54093,2985,10597,187,622,809,,,,,,,,,,,,,,,,,,,,,
1285,BV1Y2oNB1ESs,2026-04-22T14:24:48.683333,744823,98362,78264,18832,54103,2986,10605,186,625,811,,,,,,,,,,,,,,,,,,,,,
1286,BV1Y2oNB1ESs,2026-04-22T14:26:05.149057,745053,98375,78270,18838,54113,2987,10607,188,622,810,,,,,,,,,,,,,,,,,,,,,
1287,BV1Y2oNB1ESs,2026-04-22T14:27:21.589234,745282,98387,78277,18841,54121,2987,10607,181,619,800,,,,,,,,,,,,,,,,,,,,,
1288,BV1Y2oNB1ESs,2026-04-22T14:28:39.174708,745498,98399,78285,18844,54128,2987,10609,153,621,774,,,,,,,,,,,,,,,,,,,,,
1289,BV1Y2oNB1ESs,2026-04-22T14:29:55.972771,745728,98406,78292,18846,54135,2987,10612,158,617,775,,,,,,,,,,,,,,,,,,,,,
1290,BV1Y2oNB1ESs,2026-04-22T14:31:12.029195,745956,98421,78302,18847,54142,2989,10612,160,631,791,,,,,,,,,,,,,,,,,,,,,
1291,BV1Y2oNB1ESs,2026-04-22T14:32:28.033168,746169,98437,78319,18851,54150,2991,10616,170,632,802,,,,,,,,,,,,,,,,,,,,,
1292,BV1Y2oNB1ESs,2026-04-22T14:33:44.185576,746360,98452,78331,18853,54159,2991,10617,163,635,798,,,,,,,,,,,,,,,,,,,,,
1293,BV1Y2oNB1ESs,2026-04-22T14:35:00.711760,746553,98460,78338,18858,54161,2992,10619,157,632,789,,,,,,,,,,,,,,,,,,,,,
1294,BV1Y2oNB1ESs,2026-04-22T14:36:16.657788,746739,98478,78351,18860,54171,2994,10620,140,618,758,,,,,,,,,,,,,,,,,,,,,
1295,BV1Y2oNB1ESs,2026-04-22T14:37:32.495150,746934,98490,78363,18864,54180,2995,10621,140,619,759,,,,,,,,,,,,,,,,,,,,,
1296,BV1Y2oNB1ESs,2026-04-22T14:38:49.039741,747098,98503,78377,18867,54185,2995,10622,131,625,756,,,,,,,,,,,,,,,,,,,,,
1297,BV1Y2oNB1ESs,2026-04-22T14:40:05.651189,747287,98512,78385,18868,54192,2997,10623,128,625,753,,,,,,,,,,,,,,,,,,,,,
1298,BV1Y2oNB1ESs,2026-04-22T14:41:21.387043,747451,98525,78393,18871,54199,2997,10625,132,628,760,,,,,,,,,,,,,,,,,,,,,
1299,BV1Y2oNB1ESs,2026-04-22T14:42:37.780173,747620,98543,78408,18874,54207,2999,10627,152,649,801,,,,,,,,,,,,,,,,,,,,,
1300,BV1Y2oNB1ESs,2026-04-22T14:45:14.910580,747996,98570,78428,18881,54226,3001,10630,145,643,788,,,,,,,,,,,,,,,,,,,,,
